5|к
0|з
16|ч
30|ч
11|к
35|к
2|ч
15|к
4|ч
12|ч
9|к
2|ч
24|ч
7|к
34|ч
14|ч
31|к
25|к
17|к
10|ч
26|ч
12|ч
26|ч
17|к
24|ч
26|ч
27|к
13|к
0|з
16|ч
32|ч
16|ч
30|ч
21|к
1|к
12|ч
26|ч
18|ч
4|ч
16|ч
30|ч
23|к
2026-02-27 14:17:03|10|ч|a0fb8b12|1|1
2026-02-27 14:20:52|8|ч|8a9e67c2|1|0
2026-02-27 15:33:46|24|ч|9d60ab2a|1|1
2026-02-27 15:35:33|10|ч|14a55a93|1|0
2026-02-27 15:35:48|27|к|78d9d19c|1|1
2026-02-27 15:36:13|33|к|71e32dae|1|1
2026-02-27 15:36:31|9|к|1dbbf461|1|1
2026-02-27 15:37:00|31|к|f8c25919|1|0
2026-02-27 15:37:23|24|ч|fda260da|1|0
2026-02-27 15:38:27|4|ч|eb969470|1|0
2026-02-27 15:38:42|4|ч|ed9304c1|1|0
2026-02-27 15:39:16|29|к|d429fd69|1|1
2026-02-27 15:39:29|34|ч|721265e0|1|0
2026-02-27 15:41:40|11|к|28ead2a1|1|1
2026-02-27 15:42:06|12|ч|b1052d54|1|0
2026-02-27 15:43:59|35|к|55de3b1a|1|1
2026-02-27 16:17:05|20|ч|31517639|1|1
2026-02-27 16:41:14|24|ч|15830511|1|0
2026-02-27 16:41:31|3|к|1ac56bcc|1|1
2026-02-27 16:41:56|35|к|0e3b8066|1|1
2026-02-27 16:43:13|7|к|237294e3|1|1
2026-02-27 16:44:40|30|ч|406f727f|1|1
2026-02-27 16:45:41|26|ч|a1ec281a|1|0
2026-02-27 16:45:52|27|к|3845b3c4|1|0
2026-02-27 16:46:04|22|ч|0f7729df|1|1
2026-02-27 16:46:32|27|к|7e7b3232|1|0
2026-02-27 16:47:29|18|ч|3fa7028b|1|1
2026-02-27 16:48:34|24|ч|7aec42ed|1|1
2026-02-27 16:49:24|20|ч|3940ebab|1|1
2026-02-27 16:49:40|19|к|67279ace|1|0
2026-02-27 16:51:08|23|к|2a7bc821|1|1
2026-02-27 16:51:24|24|ч|91cda916|1|0
2026-02-27 16:52:08|25|к|f87ccd85|1|0
2026-02-27 16:52:19|7|к|d0f4250e|1|0
2026-02-28 04:56:36|36|ч|08a2f776|1|1
2026-02-28 04:57:06|1|к|025f9915|1|1
2026-02-28 04:57:22|17|к|4658f54d|1|0
2026-02-28 07:00:43|34|ч|3d8bf191|1|1
2026-02-28 07:02:38|13|к|d3559164|1|1
2026-02-28 08:13:06|23|к|114ddf51|1|1
2026-02-28 08:14:08|34|ч|83c14fcb|1|0
2026-02-28 08:14:36|33|к|7eca93a9|1|1
2026-02-28 08:15:14|12|ч|ca4a1b85|1|0
2026-02-28 08:18:51|32|ч|ecfaa3ac|1|0
2026-02-28 08:19:03|5|к|09ee2553|1|1
2026-02-28 08:19:22|17|к|ebb96d05|1|1
2026-02-28 08:19:32|11|к|62e600c9|1|1
2026-02-28 08:23:12|25|к|fd094537|1|1
2026-02-28 08:23:25|33|к|92be24eb|1|0
2026-02-28 08:52:00|30|ч|9ceb89d8|1|1
2026-02-28 11:11:54|8|ч|a989af59|1|0
2026-02-28 11:15:09|4|ч|e4c7611f|1|0
2026-02-28 11:15:19|24|ч|76fbec54|1|0
2026-02-28 11:16:39|3|к|772adbd4|1|0
2026-02-28 12:54:09|20|ч|2dfcd68b|2|1
2026-02-28 12:56:01|5|к|ea0737c0|2|1
2026-02-28 12:56:39|4|ч|aec79f4e|1|1
2026-02-28 13:02:10|1|к|97a22283|2|1
2026-02-28 13:02:54|34|ч|bf95f2ec|1|0
2026-02-28 13:37:53|32|ч|90e1f667|1|0
2026-02-28 14:42:07|0|з|6230fdfe|1|0
2026-02-28 14:42:20|34|ч|ebc1a0d9|1|0
2026-02-28 14:42:32|4|ч|b4bdd2fd|1|1
2026-02-28 14:44:08|25|к|dbf58d91|1|1
2026-02-28 14:44:18|12|ч|ff0ffae5|1|1
2026-02-28 14:45:18|4|ч|04e33e44|3|0
2026-02-28 14:45:39|2|ч|f8ccc2b0|1|1
2026-02-28 14:45:49|36|ч|62962b77|1|1
2026-02-28 14:46:09|18|ч|8f07574a|1|0
2026-02-28 14:46:18|3|к|b9f01d29|1|0
2026-02-28 14:46:24|1|к|7cff9959|2|1
2026-02-28 14:46:28|29|к|aa8fd71b|1|0
2026-02-28 14:46:42|20|ч|f4d3b56b|1|0
2026-02-28 14:46:55|30|ч|1328cf92|1|1
2026-02-28 14:47:05|34|ч|93e00604|1|1
2026-02-28 14:47:19|13|к|3a84171b|1|1
2026-02-28 14:47:35|35|к|9c1ebf39|1|1
2026-02-28 14:48:07|10|ч|2b26cc4a|1|1
2026-02-28 14:49:03|5|к|e611e482|1|1
2026-02-28 14:49:04|10|ч|d5e65228|1|0
2026-02-28 14:49:09|23|к|75c1cc9d|1|0
2026-02-28 14:49:22|18|ч|40effd61|1|1
2026-02-28 14:49:40|35|к|e4f07f5c|1|1
2026-02-28 14:50:00|16|ч|a0277fbd|1|1
2026-02-28 14:50:11|5|к|7f78c234|1|1
2026-02-28 14:50:52|18|ч|d9347673|1|1
2026-02-28 14:51:00|17|к|f12a12fe|1|1
2026-02-28 14:51:17|15|к|a45a7a04|1|1
2026-02-28 14:51:36|12|ч|945a5820|1|0
2026-02-28 14:51:38|36|ч|077eb29e|1|0
2026-02-28 14:51:48|24|ч|c84c3801|1|0
2026-02-28 14:51:58|16|ч|36c4fffa|1|0
2026-02-28 14:52:08|35|к|f20e7803|1|0
2026-02-28 14:52:26|12|ч|d475fcfa|1|0
2026-02-28 14:52:40|14|ч|daee8c3b|1|1
2026-02-28 14:52:52|26|ч|842e3589|1|1
2026-02-28 14:53:04|24|ч|b99c5dcd|1|0
2026-02-28 14:53:14|33|к|27957468|1|0
2026-02-28 14:53:27|20|ч|32551a1a|1|1
2026-02-28 14:54:02|27|к|17b8c06a|1|0
2026-02-28 14:54:12|21|к|112bfc33|1|0
2026-02-28 14:54:24|35|к|9395ffd9|1|0
2026-02-28 14:54:31|24|ч|9f6f8b9d|1|1
2026-02-28 14:54:48|18|ч|a1dfdf8d|1|1
2026-02-28 14:57:27|15|к|53e76897|1|0
2026-02-28 14:58:34|0|з|4b0602d6|1|0
2026-02-28 14:59:24|19|к|a5d38018|1|0
2026-02-28 14:59:38|14|ч|c9d4d1a7|1|1
2026-02-28 14:59:58|36|ч|b364e826|1|1
2026-02-28 15:02:21|33|к|3f1dc569|1|1
2026-02-28 15:02:32|1|к|17b002c2|1|1
2026-02-28 15:02:44|36|ч|06c84cd3|1|0
2026-02-28 15:02:52|13|к|99c1c8d4|1|0
2026-02-28 15:03:25|13|к|a4f20aba|1|1
2026-02-28 15:03:48|19|к|3dd0f54c|1|1
2026-02-28 15:04:00|0|з|c4449be0|1|0
2026-02-28 15:04:17|7|к|6b3f74a3|1|1
2026-02-28 15:04:31|9|к|f5fc5110|1|1
2026-02-28 15:04:43|34|ч|03d9be5e|1|1
2026-02-28 15:12:43|21|к|0ecf1264|2|0
2026-02-28 15:13:08|29|к|7de74a48|1|0
2026-02-28 15:15:18|7|к|5d0daf68|3|2
2026-02-28 15:34:31|17|к|b070ac5c|3|1
2026-02-28 15:35:07|19|к|41b7f789|1|1
2026-02-28 15:35:22|3|к|f867f1cb|1|1
2026-02-28 15:35:34|13|к|7221a7dd|1|1
2026-02-28 15:36:58|13|к|6d6bfc6e|1|0
2026-02-28 15:37:18|27|к|f5d79aa0|1|0
2026-02-28 15:37:34|13|к|40395a9a|1|0
2026-02-28 15:39:28|5|к|3750329c|1|0
2026-02-28 17:12:17|23|к|d51480f2|1|0
2026-02-28 17:12:47|1|к|6110a45f|1|1
2026-02-28 17:13:12|16|ч|af0dfc7a|1|0
2026-02-28 17:16:03|29|к|9fc2ec6c|1|1
2026-02-28 17:16:16|20|ч|de639956|1|0
2026-02-28 17:16:27|36|ч|b457d63f|1|0
2026-02-28 17:16:39|30|ч|cc42d636|1|0
2026-02-28 17:17:00|24|ч|5d05e178|1|0
2026-02-28 17:17:08|8|ч|ea2cca70|1|0
2026-02-28 17:20:20|16|ч|f9cc8140|1|1
2026-02-28 17:24:35|3|к|11fd9e0c|1|0
2026-02-28 17:24:52|8|ч|eaff78af|1|1
2026-02-28 18:07:20|13|к|06caf3e0|1|1
2026-02-28 18:07:36|18|ч|16992755|2|1
2026-02-28 18:07:41|4|ч|e7686078|2|0
2026-03-01 05:29:55|8|ч|e5cdadde|1|0
2026-03-01 05:49:10|3|к|e87ab509|1|0
2026-03-01 05:49:23|26|ч|19162279|1|1
2026-03-01 05:49:43|36|ч|e05b851a|1|1
2026-03-01 05:50:30|9|к|d7918bf8|1|1
2026-03-01 05:50:42|21|к|a6114364|1|0
2026-03-01 05:50:50|0|з|52abb52a|1|0
2026-03-01 05:50:58|16|ч|afe95be5|1|1
2026-03-01 05:51:14|35|к|fa3c976b|1|0
2026-03-01 05:51:21|4|ч|5c3f9528|1|1
2026-03-01 05:51:33|15|к|ad4a4da4|1|0
2026-03-01 05:51:45|35|к|0cdfd464|1|0
2026-03-01 05:52:01|34|ч|2df29d24|1|1
2026-03-01 05:52:12|17|к|dcc535e7|1|0
2026-03-01 05:52:22|0|з|04fbeda7|1|0
2026-03-01 05:52:34|12|ч|62e149f0|1|0
2026-03-01 05:53:05|29|к|e0f2003a|1|0
2026-03-01 05:54:29|21|к|be2238e5|1|1
2026-03-01 05:54:46|36|ч|3d2fdd66|1|0
2026-03-01 05:55:57|1|к|525726ed|1|0
2026-03-01 05:57:18|23|к|25515949|2|2
2026-03-01 05:57:46|31|к|86fff372|1|0
2026-03-01 05:59:47|36|ч|b19aa8e6|1|1
2026-03-01 05:59:59|22|ч|11133293|1|0
2026-03-01 06:00:09|24|ч|7fd96c5f|1|0
2026-03-01 06:00:22|14|ч|43e5cf2a|1|1
2026-03-01 06:00:34|28|ч|55d9d12a|1|1
2026-03-01 06:00:53|32|ч|748764fe|1|1
2026-03-01 06:00:59|10|ч|fa292ae0|1|1
2026-03-01 06:01:07|9|к|d6e81612|1|0
2026-03-01 06:01:15|32|ч|113566be|1|0
2026-03-01 06:01:25|34|ч|bec0fc83|1|1
2026-03-01 06:01:43|22|ч|cb23c3cd|1|1
2026-03-01 06:01:46|16|ч|936e94e9|1|1
2026-03-01 06:02:01|28|ч|3c28d352|1|0
2026-03-01 06:02:08|22|ч|35039745|1|1
2026-03-01 06:02:10|19|к|fdc038e7|1|0
2026-03-01 06:02:23|28|ч|70eddf03|1|1
2026-03-01 06:02:31|15|к|3e0cc374|1|0
2026-03-01 06:02:39|25|к|67855bb9|1|1
2026-03-01 06:02:40|11|к|3d31a26b|1|1
2026-03-01 06:02:49|14|ч|ff9399b7|1|0
2026-03-01 06:02:57|2|ч|38a49508|1|1
2026-03-01 06:13:50|10|ч|18a7ea05|1|1
2026-03-01 06:14:02|1|к|80e5a3f0|1|0
2026-03-01 06:14:12|9|к|f28a3075|1|1
2026-03-01 06:14:21|8|ч|aab07aa6|1|0
2026-03-01 06:14:32|6|ч|09761ee9|1|1
2026-03-01 06:14:44|9|к|757bc796|1|0
2026-03-01 06:14:56|24|ч|3b5b6bc9|1|0
2026-03-01 06:15:11|36|ч|35758ef9|1|1
2026-03-01 06:16:39|34|ч|d358f04c|1|1
2026-03-01 06:16:47|8|ч|cfe21ea7|1|0
2026-03-01 06:16:57|36|ч|549d17d1|1|1
2026-03-01 06:21:51|14|ч|979322b0|1|1
2026-03-01 06:21:54|33|к|8b931806|1|0
2026-03-01 06:21:59|16|ч|dae18402|1|1
2026-03-01 06:22:06|30|ч|28cb14f0|1|1
2026-03-01 06:22:11|18|ч|b6e2ceab|1|1
2026-03-01 06:22:15|27|к|7fc8c8e9|1|0
2026-03-01 06:22:19|32|ч|ef2587c1|1|1
2026-03-01 06:22:40|16|ч|ba2c40e7|1|1
2026-03-01 06:22:42|17|к|2f8f2f5a|1|0
2026-03-01 06:22:46|32|ч|daddb8bd|1|1
2026-03-01 06:22:49|25|к|03011e68|1|0
2026-03-01 06:22:54|34|ч|f3b51050|1|1
2026-03-01 06:22:58|7|к|438b489b|1|0
2026-03-01 06:23:00|30|ч|9ec81b66|1|1
2026-03-01 06:23:11|30|ч|ddeeb68d|1|1
2026-03-01 06:23:13|24|ч|6d0ca060|1|1
2026-03-01 06:23:24|19|к|ff68a5fd|1|1
2026-03-01 06:23:43|5|к|4ae3f215|1|0
2026-03-01 06:23:52|26|ч|76d25f86|1|0
2026-03-01 06:24:06|8|ч|5f1d57a7|1|1
2026-03-01 06:36:38|28|ч|5391045c|1|0
2026-03-01 06:36:51|11|к|351b1e98|1|0
2026-03-01 06:37:00|18|ч|17da8861|1|1
2026-03-01 06:37:11|14|ч|1e82d089|1|1
2026-03-01 06:41:09|11|к|9e010a07|1|1
2026-03-01 06:41:18|29|к|9425ae0b|1|0
2026-03-01 06:41:28|35|к|c994c345|1|0
2026-03-01 06:41:37|19|к|41faa820|1|0
2026-03-01 06:41:47|27|к|18c94559|1|1
2026-03-01 06:41:54|24|ч|e2f15c62|1|0
2026-03-01 06:42:06|32|ч|edf5ee43|1|1
2026-03-01 06:42:17|14|ч|47f833ed|1|1
2026-03-01 06:42:26|16|ч|4fa781a4|1|1
2026-03-01 06:42:37|27|к|7a50987d|1|1
2026-03-01 06:42:50|33|к|68079b26|1|0
2026-03-01 06:42:55|10|ч|726f84aa|1|1
2026-03-01 06:43:05|21|к|03685024|1|0
2026-03-01 06:43:16|24|ч|5e2023c5|1|0
2026-03-01 06:43:29|35|к|bc44a082|1|0
2026-03-01 06:43:45|21|к|ba02ded3|1|0
2026-03-01 06:43:57|21|к|9b31eea5|1|0
2026-03-01 06:44:07|1|к|d8ea078e|1|1
2026-03-01 06:44:16|18|ч|50017e69|1|1
2026-03-01 06:44:28|23|к|5ac53bdd|1|0
2026-03-01 06:44:41|23|к|a8aef000|1|1
2026-03-01 06:44:56|18|ч|1780c662|1|0
2026-03-01 06:45:05|11|к|f7f1c486|1|1
2026-03-01 06:45:21|23|к|a2efe342|1|1
2026-03-01 07:36:33|9|к|93ff4bc0|1|1
2026-03-01 07:37:25|5|к|3461620c|1|1
2026-03-01 07:37:33|19|к|b4b28221|1|1
2026-03-01 07:37:54|18|ч|76539d4f|1|0
2026-03-01 07:38:05|13|к|a4a095a9|1|1
2026-03-01 07:38:53|34|ч|56d301c8|1|0
2026-03-01 07:39:05|8|ч|c05c62c2|1|0
2026-03-01 07:39:19|11|к|ba92cc18|1|1
2026-03-01 07:39:48|29|к|8232e633|1|1
2026-03-01 07:57:40|13|к|cd32dd10|1|1
2026-03-01 07:57:53|2|ч|40e70ccd|1|0
2026-03-01 07:57:56|11|к|15882fb0|1|0
2026-03-01 07:58:09|18|ч|b49301dc|1|0
2026-03-01 07:58:22|27|к|eb46a6d1|1|1
2026-03-01 08:10:02|36|ч|a19b391b|1|1
2026-03-01 08:10:05|9|к|a6ebf380|1|0
2026-03-01 08:10:14|16|ч|2ef3be64|1|0
2026-03-01 08:10:24|14|ч|4bab55db|1|1
2026-03-01 08:10:34|6|ч|d2bcae24|1|1
2026-03-01 08:10:36|29|к|26b9b58b|1|1
2026-03-01 08:10:50|22|ч|a0f23c7e|1|1
2026-03-01 08:26:41|11|к|466bb22d|1|1
2026-03-01 08:26:48|31|к|5b09d731|1|0
2026-03-01 08:26:59|30|ч|ac98317d|1|0
2026-03-01 08:27:13|13|к|8012de79|1|1
2026-03-01 08:27:26|10|ч|53a18324|1|0
2026-03-01 08:27:38|35|к|aa1f3b73|1|1
2026-03-01 09:09:04|10|ч|1dfb19d2|1|0
2026-03-01 09:09:17|21|к|eb7259a0|1|0
2026-03-01 09:09:26|5|к|0f1e4273|1|0
2026-03-01 09:09:49|16|ч|8d71a774|1|0
2026-03-01 09:10:00|19|к|ecd514a7|1|0
2026-03-01 09:10:15|12|ч|3793d603|1|0
2026-03-01 09:10:30|24|ч|c50ca3d5|1|0
2026-03-01 09:10:42|1|к|40ed219e|1|0
2026-03-01 09:10:56|3|к|b1c382d8|1|0
2026-03-01 09:11:15|33|к|682041cb|1|0
2026-03-01 09:11:26|12|ч|b011c9b9|1|0
2026-03-01 09:11:51|25|к|97f5e9b0|1|1
2026-03-01 09:12:20|19|к|1e43c944|1|1
2026-03-01 09:12:54|10|ч|7db8912c|1|0
2026-03-01 09:13:06|35|к|7b03cb47|1|1
2026-03-01 09:13:17|12|ч|935fb722|1|0
2026-03-01 09:13:29|8|ч|69a41da1|1|1
2026-03-01 09:13:41|34|ч|89f9510f|1|0
2026-03-01 09:13:51|34|ч|7a597632|1|1
2026-03-01 09:14:07|3|к|2417e183|1|0
2026-03-01 09:14:17|28|ч|afe5a439|1|0
2026-03-01 09:14:27|9|к|bf080e33|1|0
2026-03-01 09:14:46|33|к|3ad36b80|1|1
2026-03-01 09:18:01|6|ч|d44aee88|1|1
2026-03-01 09:18:23|15|к|a87775d3|1|0
2026-03-01 09:19:45|29|к|2d39a841|1|0
2026-03-01 10:07:41|26|ч|471ddcca|2|1
2026-03-01 10:07:59|21|к|f5b78812|1|1
2026-03-01 10:08:08|33|к|305f985e|1|1
2026-03-01 10:08:28|28|ч|22f05a3b|1|0
2026-03-01 10:12:26|8|ч|9fa0883f|1|0
2026-03-01 10:12:59|7|к|9cb18e83|1|1
2026-03-01 10:14:22|26|ч|eaea8ba3|1|0
2026-03-01 10:14:50|33|к|6e535135|1|1
2026-03-01 10:15:55|6|ч|a05a2fac|1|0
2026-03-01 10:16:10|7|к|390c0776|1|1
2026-03-01 10:16:45|14|ч|7e217329|1|0
2026-03-01 12:03:42|27|к|dcac7ab3|1|0
2026-03-01 12:03:59|20|ч|c1e26aed|1|1
2026-03-01 15:50:40|12|ч|1e0679ca|1|1
2026-03-01 15:50:56|17|к|c03e37cf|1|1
2026-03-02 04:31:10|28|ч|fd0ee420|1|0
2026-03-02 07:43:05|9|к|b6ddca4b|1|1
2026-03-02 07:43:38|25|к|ce3918d3|1|1
2026-03-02 07:43:52|35|к|b9da32eb|1|1
2026-03-02 07:44:47|2|ч|cffde687|1|1
2026-03-02 07:48:37|3|к|21fa34f8|1|0
2026-03-02 07:49:07|14|ч|5a96cba7|1|0
2026-03-02 07:49:23|30|ч|8ae1f148|1|1
2026-03-02 07:49:33|3|к|2ff18ff1|1|0
2026-03-02 07:49:51|18|ч|5025d652|1|1
2026-03-02 07:50:51|20|ч|a842b25d|1|0
2026-03-02 07:51:32|15|к|8d5538a3|1|1
2026-03-02 07:51:41|27|к|2f80bffd|1|1
2026-03-02 07:52:00|34|ч|9ef7ec84|1|0
2026-03-02 07:52:14|15|к|94b1f5bb|1|0
2026-03-02 14:03:35|33|к|ac5de1dd|1|1
2026-03-02 18:10:22|0|з|c938b694|1|0
2026-03-02 18:20:27|21|к|369822f8|1|0
2026-03-02 18:20:38|24|ч|30dce1af|1|0
2026-03-03 17:34:53|16|ч|0d735dcd|1|1
2026-03-03 17:52:31|20|ч|ef801daa|16|0
2026-03-03 18:05:52|18|ч|e2427406|1|1
2026-03-03 18:06:06|16|ч|87129ec7|1|0
2026-03-04 07:53:42|27|к|1abb800d|1|1
2026-03-04 07:54:03|17|к|c619db8d|1|1
2026-03-04 08:41:01|12|ч|657beada|1|0
2026-03-04 11:46:12|27|к|48ccc7c4|1|0
2026-03-04 17:44:27|36|ч|fbcda2ea|1|0
2026-03-04 18:41:25|30|ч|ba0447bd|1|0
2026-03-04 18:41:53|3|к|061e94c6|1|1
2026-03-04 19:22:19|15|к|77e0f472|1|1
2026-03-04 19:24:23|11|к|e238c28b|1|1
2026-03-04 19:24:31|36|ч|69272410|1|0
2026-03-05 04:29:34|13|к|73b58ed0|1|0
2026-03-05 17:47:47|23|к|7a0f106e|1|1
2026-03-05 17:49:12|23|к|d5873a03|1|1
2026-03-05 17:50:41|29|к|1ae96a95|1|1
2026-03-05 17:52:49|18|ч|f058d746|1|1
2026-03-05 17:53:30|16|ч|de49e496|1|1
2026-03-05 17:54:48|23|к|168d0699|1|0
2026-03-05 17:55:02|5|к|52ae817f|1|1
2026-03-05 17:56:03|1|к|3334b4b1|1|0
2026-03-05 17:57:07|17|к|15f2b93a|1|1
2026-03-05 17:57:15|0|з|e992b663|1|0
2026-03-05 17:57:48|28|ч|b57b017a|1|1
2026-03-05 18:02:06|34|ч|7dadf98e|1|1
2026-03-05 18:02:55|13|к|23bf741e|1|0
2026-03-05 18:04:39|16|ч|f31925a9|1|0
2026-03-05 18:07:37|19|к|28fd89c7|1|0
2026-03-05 18:09:59|1|к|607642c7|1|1
2026-03-05 18:10:45|32|ч|8018676a|1|1
2026-03-05 18:11:10|23|к|0c5637df|1|0
2026-03-05 18:11:44|24|ч|62c11d9f|1|0
2026-03-05 18:12:02|16|ч|e3120e0f|1|0
2026-03-05 18:14:18|7|к|c54218a9|4|1
2026-03-05 18:15:10|20|ч|07b1616d|1|1
2026-03-05 18:15:46|20|ч|fd029cf0|1|1
2026-03-05 18:17:01|18|ч|1e0f5e23|1|0
2026-03-05 18:17:33|0|з|7ee6b897|1|0
2026-03-05 18:17:49|19|к|79ce0030|1|1
2026-03-05 18:18:36|36|ч|e70ff181|1|0
2026-03-06 06:44:09|15|к|99cd160b|1|1
2026-03-06 06:47:21|29|к|5ed8c41f|1|1
2026-03-06 06:50:39|15|к|46894be9|1|1
2026-03-06 06:53:06|31|к|184a986d|1|1
2026-03-06 06:53:43|5|к|ac688fc3|1|1
2026-03-06 06:54:07|17|к|649eab1f|1|0
2026-03-06 06:54:40|33|к|eec4273e|1|0
2026-03-06 07:12:28|21|к|bb827e82|1|1
2026-03-06 07:13:08|14|ч|2ba26785|1|0
2026-03-06 07:35:24|11|к|93755f7f|1|0
2026-03-06 09:20:25|29|к|03db353a|1|1
2026-03-06 15:02:08|8|ч|74104f7c|1|1
2026-03-06 15:02:47|23|к|9b8ddbd1|1|1
2026-03-06 15:04:57|30|ч|ccc20b97|1|1
2026-03-06 15:05:52|12|ч|4d94f588|1|1
2026-03-06 15:06:41|6|ч|807ab972|1|1
2026-03-06 15:07:58|31|к|0b433c3c|1|1
2026-03-06 15:08:17|12|ч|bea5b650|1|0
2026-03-06 15:09:22|10|ч|e0542b2c|1|0
2026-03-06 15:10:39|27|к|a119dd9d|1|1
2026-03-06 15:11:25|9|к|2b103495|1|0
2026-03-06 15:12:24|22|ч|eace5254|1|1
2026-03-06 15:13:23|9|к|c0580756|1|0
2026-03-06 15:15:13|0|з|593ec6ed|1|0
2026-03-06 15:47:41|19|к|828ef130|1|0
2026-03-06 15:48:16|17|к|87441c60|1|0
2026-03-07 07:10:46|0|з|59e3790d|1|0
2026-03-07 07:11:29|26|ч|5bf8e3c6|2|2
2026-03-07 07:13:36|15|к|c0715642|1|0
2026-03-07 07:15:00|27|к|42a949c9|1|0
2026-03-07 10:09:44|23|к|92bf9dfd|1|0
2026-03-07 10:10:03|36|ч|382fe464|1|1
2026-03-07 10:11:50|11|к|eb1a9a21|1|0
2026-03-08 09:32:39|2|ч|ff1a658e|1|1
2026-03-08 09:34:14|10|ч|5b696225|1|1
2026-03-08 18:36:07|34|ч|5ff5088c|1|1
2026-03-08 19:43:29|0|з|59871d51|1|0
2026-03-08 19:43:41|34|ч|827a5b29|1|1
2026-03-08 19:44:00|22|ч|f5a3def7|1|0
2026-03-10 05:23:59|31|к|8f2d1e93|1|1
2026-03-10 16:08:40|32|ч|787e48c7|1|0
2026-03-10 16:09:05|9|к|5ff43654|1|1
2026-03-10 16:09:15|2|ч|a55ad500|1|0
2026-03-11 09:49:26|23|к|8a8cf8c8|1|0
